City,Longitude,Latitude,20140904,Language20140904,20140905,Language20140905,20140906,Language20140906,20140907,Language20140907,20140908,Language20140908,20140909,Language20140909,20140910,Language20140910,20140911,Language20140911,20140912,Language20140912,20140913,Language20140913,20140914,Language20140914,20140915,Language20140915,20140916,Language20140916,20140917,Language20140917,20140918,Language20140918,20140919,Language20140919,20140920,Language20140920,20140921,Language20140921,20140922,Language20140922,20140923,Language20140923,20140924,Language20140924,20140925,Language20140925,20140926,Language20140926,20140927,Language20140927,20140928,Language20140928,20140929,Language20140929,20140930,Language20140930,20141001,Language20141001,20141002,Language20141002,20141003,Language20141003,20141004,Language20141004,20141005,Language20141005,20141006,Language20141006,20141007,Language20141007,20141008,Language20141008,20141009,Language20141009
Vaxjo,14.8059,56.879,3,en,5,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,40,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,53,en,54,en,54,en,60,en,60,en,60,en,60,en,61,en,61,en
Veberod,13.4833,55.6333,0,en,32,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,35,en,35,en,36,en,36,en,36,en,36,en,36,en,36,en
Vechta,8.2839,52.7292,4,en,13,en,13,en,13,en,13,en,13,en,13,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,15,en,15,en,15,en,19,en,19,en,19,en,19,en,19,en,19,en
Vecses,19.2624,47.4069,0,en,0,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,2,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,7,en,7,en,7,en,7,en,7,en,7,en
Veendam,6.8751,53.1063,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,15,en,15,en,15,en,15,en,15,en,15,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en
Veenendaal,5.5544,52.0263,1,en,32,en,32,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en,36,en
Vefsn,13.2002,65.8112,9,en,20,en,20,en,20,en,22,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en
Vegreville,-112.0522,53.4928,21,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en
Vejle,9.5364,55.7113,1,en,3,en,3,en,3,en,3,en,4,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en
Velden,6.1644,51.4145,1,en,1,en,1,en,1,en,1,en,1,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en
Veldhoven,5.406,51.4176,1,en,8,en,8,en,8,en,8,en,8,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,21,en,21,en,21,en,21,en,21,en,21,en
Veliko Tarnovo,25.6172,43.0757,0,en,0,en,0,en,0,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,3,en,4,en,4,en,5,en,6,en,7,en,7,en,7,en,7,en
Velizy-Villacoublay,2.1904,48.7879,48,en,48,en,48,en,48,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,50,en,51,en,51,en,51,en,51,en,51,en
Vellinge,13.02,55.4709,17,en,17,en,17,en,18,en,18,en,18,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,21,en,21,en,22,en,22,en,22,en,22,en
Vellore,79.1325,12.9165,3,en,5,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en
Velp,5.9777,51.9943,6,en,8,en,23,en,24,en,38,en,40,en,40,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en
Velsen,4.6306,52.4521,5,en,24,en,27,en,27,en,29,en,29,en,29,en,29,en,29,en,29,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en
Venaria,7.631,45.1302,3,en,11,en,413,en,414,en,414,en,414,en,414,en,414,en,414,en,414,en,415,en,415,en,415,en,415,en,415,en,415,en,415,en,415,en,415,en,415,en,415,en,415,en,415,en,415,en,415,en,415,en,415,en,415,en,416,en,416,en,434,en,434,en,434,en,434,en,434,en,434,en
Venezuela,0,0,0,en,0,en,0,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,2,en,2,en,2,en,4,en,4,en
Venice,-82.4543,27.0998,1,en,13,en,13,en,13,en,13,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,15,en,15,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en
Venissieux,4.8845,45.6996,4,en,4,en,4,en,4,en,4,en,5,en,5,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,11,en,11,en,14,en,15,en,16,en,16,en,17,en,17,en
Venlo,6.1724,51.3705,0,en,384,en,384,en,384,en,384,en,384,en,392,en,392,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en,394,en
Vennesla,7.8097,58.3392,3,en,4,en,12,en,12,en,12,en,12,en,12,en,12,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,37,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en
Venray,5.9737,51.5256,12,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,16,en,16,en,16,en,16,en,16,en,16,en
Ventnor City,-74.4774,39.3404,15,en,17,en,18,en,18,en,23,en,34,en,34,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,37,en,37,en,37,en,38,en,38,en,38,en,38,en,38,en
Ventspils,21.5647,57.3937,1,en,3,en,47,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,49,en,49,en,49,en,51,en,51,en,51,en,51,en,51,en
Ventura,-119.229,34.2746,11,en,13,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en
Venus,-97.1025,32.4335,0,en,10,en,10,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,14,en,14,en,14,en,14,en,14,en
Vera,-1.8679,37.2477,7,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,13,en,13,en,13,en,13,en,13,en,13,en
Verden,9.233,52.9348,38,en,48,en,48,en,48,en,48,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,49,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en
Verl,8.5017,51.8785,0,en,4,en,4,en,10,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en
Vermilion,-82.3646,41.422,0,en,0,en,0,en,0,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,8,en,11,en,11,en,11,en,11,en,11,en
Vermilion River County No. 24,-110.5168,53.4478,2,en,2,en,3,en,3,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,15,en,16,en,16,en,16,en,16,en,16,en
Vermillion,-96.9292,42.7794,1,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,17,en,19,en,19,en,19,en,19,en,19,en
Vernal,-109.5287,40.4555,0,en,0,en,0,en,0,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,4,en,4,en,57,en,57,en,57,en,57,en,57,en,57,en
Verneuil-en-Halatte,2.5174,49.2742,0,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en
Vernier,6.1,46.2,0,en,19,en,19,en,19,en,19,en,19,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,26,en,26,en,27,en,27,en,28,en,28,en,28,en,28,en
Vernon,-119.272,50.267,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en
Vernon Hills,-87.9654,42.2393,5,en,323,en,323,en,323,en,323,en,323,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,325,en,326,en,326,en,326,en,326,en,326,en,326,en
Vernon Township,-74.4938,41.1947,0,en,1,en,1,en,1,en,1,en,2,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en
Vernonia,-123.1929,45.8587,9,en,10,en,10,en,14,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,19,en,20,en,20,en,20,en,20,en,20,en
Vero Beach,-80.3973,27.6386,4,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,9,en,10,en,10,en,10,en,10,en,10,en
Verona,-89.5332,42.9908,1,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,11,en,16,en,16,en,16,en,16,en,16,en
Versailles,-84.4844,40.2225,4,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,46,en,48,en,48,en,48,en,48,en,48,en
Versmold,8.1484,52.0412,0,en,3,en,3,en,3,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en
Verviers,5.8656,50.5911,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en
Vestavia Hills,-86.7878,33.4487,7,en,8,en,8,en,8,en,8,en,8,en,8,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en,13,en
Vestby,10.6851,59.567,9,en,24,en,24,en,25,en,25,en,25,en,26,en,26,en,26,en,26,en,26,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,28,en
Vestfold,0,0,1,en,5,en,6,en,6,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,10,en,10,en,10,en,10,en,10,en,10,en
Vestre Toten,10.6255,60.649,15,en,16,en,17,en,17,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,22,en,25,en,27,en,27,en,27,en,27,en
Vestvagoy,13.7639,68.0474,9,en,13,en,13,en,13,en,27,en,27,en,27,en,27,en,27,en,27,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,29,en,29,en,29,en,31,en,53,en,53,en,53,en,53,en
Veszprem,17.9093,47.1028,10,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,15,en,15,en,15,en,15,en,15,en
Vevay,-85.0672,38.7478,19,en,31,en,32,en,32,en,32,en,32,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,38,en,38,en,38,en,51,en,51,en,51,en,51,en,51,en
Vevey,6.8424,46.4627,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en
Viana do Castelo,-8.8344,41.6918,0,en,7,en,7,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,14,en,14,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en
Vianen,5.103,51.9903,1,en,2,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,9,en,9,en,9,en
Vibo Valentia,0,0,0,en,1,en,3,en,3,en,3,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en
Viborg,9.3963,56.452,1,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en
Vicenza,11.5354,45.5455,0,en,18,en,20,en,20,en,20,en,20,en,21,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en
Vicksburg,-90.8779,32.3526,6,en,66,en,66,en,68,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en
Vicosa,-42.8786,-20.7549,2,en,3,en,5,en,5,en,5,en,5,en,5,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en
Victor,-77.4089,42.9826,0,en,0,en,0,en,0,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,14,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en
Victoria,-123.3656,48.4284,0,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en
Victoriaville,-71.959,46.0557,13,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,28,en,28,en,28,en,28,en,28,en
Victorville,-117.2912,34.5361,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en
Vidalia,-82.4135,32.2177,1,en,1,en,1,en,1,en,1,en,1,en,1,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en
Vidor,-94.0155,30.1316,2,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en
Vienna,-77.2653,38.9012,11,en,34,en,34,en,37,en,37,en,37,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,44,en,44,en,44,en,44,en,47,en,47,en,47,en,47,en,48,en
Vienna Township,-83.7836,43.1801,22,en,24,en,25,en,30,en,30,en,30,en,31,en,31,en,31,en,31,en,32,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en
Vientiane,102.6,17.9667,1,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en
Viersen,6.3965,51.2555,6,en,6,en,6,en,6,en,8,en,8,en,8,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en
Vietnam,0,0,0,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en
View Royal,-123.4348,48.4528,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en
Vigo,-8.7207,42.2406,1,en,2,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en
Vigonza,11.9844,45.4439,3,en,10,en,10,en,11,en,11,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en
Vihti,24.3724,60.3483,0,en,0,en,21,en,21,en,21,en,21,en,22,en,22,en,22,en,22,en,22,en,22,en,23,en,23,en,23,en,23,en,23,en,23,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en
Vijayawada,80.648,16.5062,1,en,1,en,1,en,1,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en
Vila Nova de Famalicao,-8.5237,41.4111,0,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,4,en,4,en,4,en,4,en,4,en
Vila Nova de Gaia Municipality,-8.6118,41.1239,0,en,9,en,9,en,9,en,9,en,9,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en
Vila Real District,0,0,2,en,16,en,16,en,86,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,95,en,98,en,98,en,98,en,98,en
Vila Velha,-40.2949,-20.3478,0,en,7,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Vila do Conde,-8.7479,41.3517,4,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,18,en,19,en,19,en,19,en,19,en
Vilafranca del Penedes,1.6979,41.3461,0,en,6,en,6,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,13,en,13,en
Vilanova i la Geltru,1.7274,41.2151,105,en,115,en,115,en,115,en,116,en,116,en,116,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en,117,en
Vilassar de Dalt,2.3623,41.5132,9,en,23,en,23,en,23,en,23,en,25,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,28,en,30,en,30,en,30,en,30,en,30,en
